message_id         , created_at                      , channel      , author_name  , author_id          , content                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , is_reply, reply_to_id        , mentions , num_chars, num_words, tickers_detected                                                                                                                                                                                                                                                                                                                                            , tweet_urls, sentiment_score
1356320150718124143, 2025-03-31T17:32:03.141000+00:00, trading-picks, qmy.y        ,  419660638881579028, "3/31 - End of March Moves:
                                                                                                          
                                                                                                          - companies with the lowest employee-to-revenue or employee-to-market-cap ratios to identify highly efficient or tech-leveraged businesses
                                                                                                          - Core weave puts (mid commodity company) or Calls (trump push for keeping GPU's in the U.S.)
                                                                                                          - Super bullish nvidia due to Accounts Receivable almost peaking and there's some risk priced in that i think ppl shouldn’t worry about
                                                                                                          
                                                                                                          - selling sofi at peaks
                                                                                                          Dips..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , False   ,                    ,          ,       429,        68,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1358616632242602077, 2025-04-07T01:37:27.003000+00:00, trading-picks, qmy.y        ,  419660638881579028, "# April 4/6/25
                                                                                                          **Holy fuck April starts and trump wipes away all the unrealized gains from the last year. While I try my best to avoid margin called, I am 100% out of any $$ to buy this dip rn, but will use up every cent to buy these 🔐 ...**
                                                                                                          
                                                                                                          unfortunately even though I regret trump now.. I think he is the typa dude to make us look back at this as a smart move (which should mean market bounces up🥴)
                                                                                                          #1 So many theories for how tariffs play out.. Short term: theory I liked the most is that trump is pushing for a ""recession"" to gain support for a relief tax bill in 2 years. Long term: ngl i like another U.S. tech bull run once trump plays his hand and also building some protection/independence against China...
                                                                                                          
                                                                                                          #2 Good time to pick and follow only on the best plays from last few months that haven't been done yet
                                                                                                          
                                                                                                          #3 START BETTING ON 1-2 more rate cuts this year + unemployment 5%+..
                                                                                                          
                                                                                                          #4 That being said... I am trying my fucking best to not sell anything that's up rn (especially not at a loss).... Plan now is to dtd dump any longshots or tracking stocks.. (looking for 3%-5% gains at least)
                                                                                                          Next step will be getting avg cost, equity value for each stock, All time +-%, then deciding new price targets and floors + ranking fav dca targets
                                                                                                          forward guidance..:
                                                                                                          - Don't pay premium for options past may....
                                                                                                          - way out of the money options is the way to go."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , False   ,                    ,          ,      1363,       261,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1359279550793781492, 2025-04-08T21:31:39.102000+00:00, trading-picks, qmy.y        ,  419660638881579028, "4/8-4/9
                                                                                                          Technical Analysis for resistance..
                                                                                                          
                                                                                                          ## PLTR
                                                                                                          - Floor @ ~$45, support @ $43.... buying cheap cheap puts with 2 week expiry.
                                                                                                          - obviously I am bullish long term, but this is protection against another drawdown, and pltr is a good stock to have
                                                                                                          
                                                                                                          ## NVIDIA
                                                                                                          - In Armageddon scenario... NVIDIA support & floor ~$60 (Puts for that price right before and after earnings)
                                                                                                          - We are well below resistance of $115.... but if we lose current $85 support level... can see a drawdown towards $50
                                                                                                          - Selling my kidney if it dips below $80 and buying it up.
                                                                                                          - Buy $80 puts for May ($225)
                                                                                                          
                                                                                                          ## HOOD
                                                                                                          - $24 support level.... buying anything under $25....
                                                                                                          
                                                                                                          ## TESLA
                                                                                                          - Support near $165, 2nd clear support is $185...
                                                                                                          - Buy long term put near $125 way ootm.
                                                                                                          
                                                                                                          ## AMD
                                                                                                          - So many people including me lol DCA'd around $130....
                                                                                                          - Support maybe near $69....
                                                                                                          - Buying near lows of $63
                                                                                                          - Resistance near $95
                                                                                                          
                                                                                                          ## SOFI
                                                                                                          - support near $8.50
                                                                                                          - target $6.50 limit orders to buy a few shares...
                                                                                                          
                                                                                                          ## BTC
                                                                                                          - as always I said we will break below $75k, and boom your welcome... but I think we get to $50k...
                                                                                                          - Buying Shorts and Puts for: $XRP (#1 focus on XRP Futures), MSTR (buy more $SMST), IBIT shorts
                                                                                                          - selling my bitcoin near $85k
                                                                                                          ### MSTR
                                                                                                          - From their 8K, they are allowed to sell below cost basis....
                                                                                                          - Buying $130 Puts.....
                                                                                                          - Look into buying SMST until trump puts the shovel down..
                                                                                                          
                                                                                                          ## Affirm
                                                                                                          - support/ floor near $25s
                                                                                                          - great founder for longterm outlook
                                                                                                          
                                                                                                          ## GOOGL
                                                                                                          - Support ~$105
                                                                                                          
                                                                                                          ## AMZN
                                                                                                          -  $150 puts as support
                                                                                                          
                                                                                                          ## RDDT
                                                                                                          - Buying puts if it goes above $105
                                                                                                          - Support near $60
                                                                                                          
                                                                                                          ## Paypal
                                                                                                          - Amit's Martin: ""Best long in the market rn""
                                                                                                          - Support near $40-$45
                                                                                                          
                                                                                                          ## SMCI
                                                                                                          - Support near $11.66 (but more like $15)
                                                                                                          
                                                                                                          ## AVGO
                                                                                                          - Support near $85-90
                                                                                                          
                                                                                                          ## UBER
                                                                                                          - Buying puts for $45
                                                                                                          
                                                                                                          ## GRAB
                                                                                                          - $3.10 support
                                                                                                          - Not looking supper bullish in Bear market
                                                                                                          
                                                                                                          ## NU Bank
                                                                                                          - Such a slow mover and strong resistance @10.50
                                                                                                          - Aim to buy near $8-8.50 support levels
                                                                                                          
                                                                                                          ## XYZ ( Block)
                                                                                                          - Support near $41.50
                                                                                                          
                                                                                                          ## ASML
                                                                                                          - Support near $420, not touching until trump puts the shovel down.
                                                                                                          
                                                                                                          ## Rivian
                                                                                                          - No growth is already priced in...
                                                                                                          - Buying Rivian around $9, ideally under $10... (not super large position)
                                                                                                          - Rivian: everything owned and operated is in the U.S.
                                                                                                          
                                                                                                          ## Tempus AI
                                                                                                          - $25 support (deep in the money calls)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , True    , 1358616632242602077,          ,      2268,       429, "$XRP, $SMST"                                                                                                                                                                                                                                                                                                                                               ,           , 
1359602349231964221, 2025-04-09T18:54:20.247000+00:00, trading-picks, awilliboy    ,  805104109421854762, Everyone buy my new coin it’s the future of all crypto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , False   ,                    ,          ,        54,        11,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1359602374616027339, 2025-04-09T18:54:26.299000+00:00, trading-picks, awilliboy    ,  805104109421854762, $ALEX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , False   ,                    ,          ,         5,         1, $ALEX                                                                                                                                                                                                                                                                                                                                                       ,           , 
1359632948420149360, 2025-04-09T20:55:55.662000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Bad news brother <@805104109421854762>  im the only ""everyone"" here to consider buying it..."                                                                                                                                                                                                                                                                                                                                                                                                                                              , False   ,                    , awilliboy,        92,        13,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1360441432581865723, 2025-04-12T02:28:33.307000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Webull IPO today, picked up a share, at highs ofc.. smh
                                                                                                          But ngl i really wanna cop more, tech is beautiful and clean--obvious downside is that its Chinese and a little more complicated than like robinhood.... Going to try and buy a little under $20"                                                                                                                                                                                                                                                                                                                                             , False   ,                    ,          ,       248,        45,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1360797492526186536, 2025-04-13T02:03:24.613000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Bitcoin short ends here, gonna keep a little of smst just in case… wouldn’t be surprised if we got to 100k again .. maybe short then unless there’s news"                                                                                                                                                                                                                                                                                                                                                                                    , False   ,                    ,          ,       152,        29,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1361167709106208849, 2025-04-14T02:34:31.124000+00:00, trading-picks, qmy.y        ,  419660638881579028, "- Best buys rn from dividend Steve: Nvidia, google, oracle/paypal
                                                                                                          - $ FLG, Flagstar financial (loaded up on rent controlled) need the fed to cut to long.... ( The fed in kahoots with them, friends with founders..) (RISKY and dirt cheap for a reason...)
                                                                                                          
                                                                                                          Best energy buys: unreplaceable infrastructure
                                                                                                          - Natural Gas Pipe Business..
                                                                                                          - Kinder Morgan: 4.5 div%..... complete infrastructure companies..
                                                                                                          - Enbridge.. most complete with large utility in portfolio
                                                                                                          - Energy Transfer
                                                                                                          
                                                                                                          - short H&R block pre earnings,.... long INTUIT... buy more Block $XYZ
                                                                                                          
                                                                                                          
                                                                                                          - Belpointe Prep $OZ -- Qualified Oppurtunity Fund""ish""
                                                                                                          - Hershey might be a slow buy ngl, cocoa commodity price bound to stabilize soon or any artificial alternative could also come out of nowhere...
                                                                                                          bearish case involves weather uncertainty and cycles getting worse over time..
                                                                                                          Reminder to buy calls on hershey post crazy dips in gold price.....(hoping africa ditches mining for cocoa lol)"                                                                                                                                                                                                                                                                                                                                                                                                                              , False   ,                    ,          ,       940,       148, "$XYZ, $OZ"                                                                                                                                                                                                                                                                                                                                                 ,           , 
1361403464688603156, 2025-04-14T18:11:19.635000+00:00, trading-picks, qmy.y        ,  419660638881579028, !history 100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , False   ,                    ,          ,        12,         2,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1361403465384853534, 2025-04-14T18:11:19.801000+00:00, trading-picks, QBOT         , 1361373259626713208, 📥 Fetching the last 100 messages from #trading-picks...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , False   ,                    ,          ,        55,         8,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1361403466890739713, 2025-04-14T18:11:20.160000+00:00, trading-picks, QBOT         , 1361373259626713208, ✅ Logged 28 historical messages from #trading-picks to file.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , False   ,                    ,          ,        60,         9,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1362138316417532144, 2025-04-16T18:51:21.940000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Calling it in April:  we are getting into a war with china.. may not be super boots on the ground type of war, but i sense some sort of desperation from either side coming
                                                                                                          
                                                                                                          Trump taking his shot rn to shutout china but i dont see them going quietly without 1) bleeding our economy down with theirs.. or 2) invading Taiwan 🇹🇼
                                                                                                          
                                                                                                          Buying protective shorts for nvidia and tsmc"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , False   ,                    ,          ,       371,        69,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1362954477556203581, 2025-04-19T00:54:29.919000+00:00, trading-picks, qmy.y        ,  419660638881579028, "new bullish thesis for DKNG and Fanduel: Besides all the talk shows and celebs... I'm seeing more commentators in the NBA openly taking about live bets and odds during the game (free advertisement + negating stigma around it slowly)
                                                                                                          
                                                                                                          New stats that should ""crown the king"":
                                                                                                          - create formula using # of bets placed per customer + avg % return (for sportsbook profit) per customer .
                                                                                                          - highest # of bets placed live (# of customers betting live )+ total live betting revenue + better live roi for company vs prematch bets."                                                                                                                                                                                                                                                                                                                                                                                                   , False   ,                    ,          ,       519,        92,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1363968839267913799, 2025-04-21T20:05:12.597000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Ugh: Short gold failing badly for me.... at this point not sure if to hold and wait or sell at a loss... Still believe in the fundamental that gold is dumb when bitcoin is here but I cant fight trump..
                                                                                                          I see a nice reversal for it when trump reaches deals and tariffs are cleaned up.. so maybe buy more as we get closer to a deal day (even if its late to announcement)???
                                                                                                          
                                                                                                          - Bitcoin short: one of those moves like my Nvidia long from 2 years ago, where I thought I had a alot of exposure... but we didn't eat that much off of it and still sitting on a strong $SMST position. Conflicted as I think its a good sign for the short that $88k is current high so not too much buying momentum... I think bitcoin definitely going to experience another great dip.... except the fact that trump tarrifs clears a road for bitcoin bull run unlike gold (very interesting dynamic to look into and find a play for)", False   ,                    ,          ,       899,       173, $SMST                                                                                                                                                                                                                                                                                                                                                       ,           , 
1364362044601798718, 2025-04-22T22:07:40.054000+00:00, trading-picks, qmy.y        ,  419660638881579028, "hmm still bullish tesla, but honestly I don't think I can buy more at anyhting $200+ while AMZN, GOOGL and nvidia are sitting at great prices.
                                                                                                          But i love the robotaxis and optimus outlook.... barring serious comp in 5-10 years..."                                                                                                                                                                                                                                                                                                                                                                                                                                                       , False   ,                    ,          ,       229,        40,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1364368695564046417, 2025-04-22T22:34:05.767000+00:00, trading-picks, qmy.y        ,  419660638881579028, biggest magnet company/supplier?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , False   ,                    ,          ,        32,         3,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1364434429186936984, 2025-04-23T02:55:17.884000+00:00, trading-picks, qmy.y        ,  419660638881579028, "Potential Earnings Pumps over next two weeks:
                                                                                                          - IBM puts?
                                                                                                          - DFS 1 week long straddle?
                                                                                                          **-  TXN !!!!!!!! Honestly completely forgot that they're a semi... long calls and ngl I took one look at the chart and I knew I had to buy the dip...  price looks too nice honestly dont mind $160 target over next week or two...**
                                                                                                          ## long call maybe??
                                                                                                          - VIKING THERAPEUTICS VKTK
                                                                                                          - NextEraEnergy $NEE
                                                                                                          - BOSTON SCIENTIFIC $BSX
                                                                                                          - CME GROUP
                                                                                                          - $PTEN - great volume for smaller cap...
                                                                                                          -LRCX ???
                                                                                                          -EGBN eaglebank longs?
                                                                                                          - MBLY .....
                                                                                                          - intel longs?
                                                                                                          - GOOGL longs?
                                                                                                          - BYD long?
                                                                                                          - $NOW long
                                                                                                          
                                                                                                          
                                                                                                          ## next week earnings:
                                                                                                          - Solaris Oilfield Infrastructure
                                                                                                          - GENEDX HOLDINGS
                                                                                                          - SNAP
                                                                                                          - CONFLUENT
                                                                                                          - POWELL INDUSTRIES
                                                                                                          - META
                                                                                                          - $KO Coca cola short??
                                                                                                          - WASTE MANAGEMENT
                                                                                                          - adp long
                                                                                                          - TOTALENERGIES SE
                                                                                                          - paypal long!!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , False   ,                    ,          ,       780,       143, "$NEE, $BSX, $PTEN, $NOW, $KO"                                                                                                                                                                                                                                                                                                                              ,           , 
1364636677842145360, 2025-04-23T16:18:57.721000+00:00, trading-picks, qmy.y        ,  419660638881579028, !history 200                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , False   ,                    ,          ,        12,         2,                                                                                                                                                                                                                                                                                                                                                             ,           , 
1364636678341525634, 2025-04-23T16:18:57.840000+00:00, trading-picks, QBOT         , 1361373259626713208, 📥 Fetching the last 200 messages from #trading-picks...                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , False   ,                    ,          ,        55,         8,                                                                                                                                                                                                                                                                                                                                                             ,           , 
